8.456148828219376898e-03,1.183860835950712766e-02,5.073689296931626139e-03,2.053636143996134464e-02,2.488523798018845226e-02,2.053636143996134464e-02,1.497946363856003833e-02,3.165015704276395031e-02,3.165015704276395031e-02,8.359507127325441211e-02,3.382459531287750759e-02,1.183860835950712766e-02,2.754288475477168277e-02,1.183860835950712766e-02,2.416042522348393201e-02,7.972940323749698466e-03,1.546267214302971676e-02,2.101956994443102134e-02,3.624063783522589975e-03,1.449625513409035990e-02,1.531770959168881341e-01,3.889828460980913200e-02,1.715390190867359388e-02,1.208021261174196601e-02,1.087219135056777079e-02,7.344769267939116331e-02,8.456148828219377245e-02,3.116694853829427361e-02,7.972940323749698466e-03,3.309978255617299081e-02,2.053636143996134464e-02,3.962309736651364878e-02,7.006523314810340734e-03,8.456148828219376898e-03,1.763711041314327058e-02,1.932834017878714769e-02
1.043024771838331130e-02,1.216862233811386376e-02,1.129943502824858753e-02,1.043024771838331130e-02,5.019556714471968412e-02,2.194697957409821876e-02,1.781833985223815753e-02,4.389395914819643751e-02,9.430682312038243809e-02,1.999130812690134637e-02,1.355932203389830504e-01,6.953498478922208112e-03,9.995654063450673185e-03,2.737940026075619260e-02,2.564102564102564014e-02,3.172533681008257028e-02,2.520643198609300376e-02,2.411994784876140760e-02,5.867014341590612823e-03,1.086484137331594942e-02,0.000000000000000000e+00,2.564102564102564014e-02,1.521077792264232884e-02,8.691873098652758839e-03,1.434159061277705260e-02,9.952194697957410241e-02,3.911342894393742171e-03,5.302042590178183273e-02,1.043024771838331130e-02,1.651455888744024492e-02,1.012603215993046479e-01,2.607561929595827999e-02,1.086484137331594942e-02,7.388092133854845360e-03,1.738374619730552028e-03,9.561060408518035070e-03
1.061946902654867242e-02,4.203539823008849499e-03,1.880530973451327581e-02,2.721238938053097481e-02,3.429203539823008628e-02,3.761061946902654815e-03,1.017699115044247773e-02,1.637168141592920331e-02,9.292035398230088367e-03,8.163716814159291402e-02,0.000000000000000000e+00,4.977876106194690370e-02,4.845132743362831618e-02,2.433628318584070763e-02,2.179203539823008906e-01,6.371681415929203451e-02,4.314159292035397997e-02,4.867256637168141525e-03,2.278761061946902797e-02,3.694690265486725439e-02,0.000000000000000000e+00,1.460176991150442458e-02,1.393805309734513255e-02,2.123893805309734484e-02,1.084070796460176976e-02,2.123893805309734484e-02,1.460176991150442458e-02,7.964601769911504314e-03,2.168141592920353952e-02,2.079646017699115015e-02,7.522123893805309630e-03,3.694690265486725439e-02,2.964601769911504384e-02,2.831858407079645978e-02,8.849557522123893682e-03,1.349557522123893787e-02
5.480607082630691539e-03,2.655986509274873425e-02,3.077571669477234539e-02,3.035413153456998150e-02,4.658516020236087851e-02,1.075042158516020287e-02,4.848229342327150040e-03,1.454468802698145012e-02,2.360876897133220853e-01,3.857504215851602358e-02,0.000000000000000000e+00,3.941821247892074442e-02,2.951096121416526066e-02,1.770657672849915848e-02,0.000000000000000000e+00,9.274873524451939660e-03,3.794266441821247688e-03,1.264755480607082649e-02,1.349072512647554734e-02,1.454468802698145012e-02,0.000000000000000000e+00,2.044688026981450121e-02,4.026138279932546526e-02,8.431703204047217085e-03,1.349072512647554734e-02,5.986509274873524217e-02,1.112984822934232759e-01,1.939291736930860016e-02,1.349072512647554734e-02,1.812816188870151890e-02,3.499156829679594960e-02,1.854974704890387932e-02,2.213322091062394636e-02,1.222596964586846607e-02,1.349072512647554734e-02,8.853288364249579240e-03
3.290826820238585120e-03,1.974496092143150985e-02,3.496503496503496761e-02,9.461127108185932166e-03,9.049773755656109406e-03,5.964623611682435232e-03,1.151789387083504770e-02,1.378033730974907375e-02,0.000000000000000000e+00,6.474701768819416392e-01,0.000000000000000000e+00,1.686548745372274880e-02,1.583710407239818929e-02,4.092965857671740371e-02,0.000000000000000000e+00,5.964623611682435232e-03,4.524886877828054703e-03,7.610037021801728009e-03,1.275195392842451599e-02,5.347593582887700224e-03,0.000000000000000000e+00,7.198683669271904381e-03,4.113533525298231075e-03,1.090086384204031270e-02,5.347593582887700224e-03,5.553270259152612472e-03,1.768819415878239432e-02,9.872480460715754927e-03,1.439736733854380963e-03,8.227067050596462150e-03,2.262443438914027351e-03,3.126285479226655756e-02,5.964623611682435232e-03,1.851090086384203940e-03,1.789387083504730483e-02,5.347593582887700224e-03
4.128505002113569411e-02,2.282654642806819859e-02,1.394955615048612020e-02,1.206143440890517088e-01,7.792024799210933717e-02,6.199802733549386949e-03,4.790756657742708570e-03,2.677187544032689701e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.536282936452021776e-03,2.437649711145554315e-02,6.622516556291390723e-03,0.000000000000000000e+00,2.353106946597153734e-02,1.282231928984077854e-02,3.522615189516697248e-03,2.000845427645484009e-02,1.972664506129350511e-03,0.000000000000000000e+00,3.888967169226433679e-02,4.058052698323234841e-02,6.622516556291390723e-03,2.437649711145554315e-02,8.609271523178807506e-02,1.423136536564745536e-01,3.283077356629561516e-02,1.437226997322812484e-02,1.394955615048612020e-02,3.071720445258559890e-02,6.678878399323658066e-02,1.916302663097083428e-02,8.172467239678737894e-03,4.720304353952374521e-02,1.817669437790615794e-02
6.408972561586220862e-03,1.021430002002803906e-02,1.442018826356899694e-02,5.007009813739234788e-02,1.482074904866813488e-02,2.163028239535349367e-02,1.181654316042459428e-02,3.204486280793110431e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.208692169036651026e-03,8.812337272181053685e-03,1.081514119767674684e-02,0.000000000000000000e+00,1.982775886240736862e-02,2.002803925495693846e-02,2.563589024634488345e-02,1.602243140396555215e-03,2.563589024634488345e-02,0.000000000000000000e+00,8.431804526336870997e-02,1.141598237532545634e-02,3.004205888243541029e-03,8.211496094532345913e-03,2.703785299419186883e-01,0.000000000000000000e+00,1.353895453635089174e-01,2.783897456439014470e-02,1.922691768475866259e-02,7.550570799118766496e-02,2.223112357300220318e-02,3.244542359303024398e-02,1.602243140396555215e-02,5.207290206288804450e-03,3.765271379931904583e-02
2.172389628591450683e-02,6.692361597757533198e-02,1.121233356692361537e-02,9.057463209530483561e-02,7.796075683251577071e-02,3.048353188507358161e-02,1.173791170287316089e-02,1.629292221443588012e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.117028731604765318e-02,2.540294323756131858e-02,3.819201121233356533e-02,0.000000000000000000e+00,3.048353188507358161e-02,2.277505255781359442e-02,1.243868255080588653e-02,3.363700070077085130e-02,1.243868255080588653e-02,0.000000000000000000e+00,6.149264190609670527e-02,1.786965662228451324e-02,1.629292221443588012e-02,8.934828311142256618e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.348983882270497585e-02,1.401541695865451964e-02,3.311142256482130231e-02,1.154519971969166087e-01,9.548002803083391332e-02,1.681850035038542565e-02,2.733006306937631538e-02,9.460406447091800411e-03,2.680448493342676985e-02
4.414587332053743207e-03,1.727447216890594904e-03,1.151631477927063342e-03,6.142034548944338111e-03,1.727447216890594904e-03,1.151631477927063342e-03,6.909788867562379616e-03,2.495201535508637276e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.374280230326295739e-03,4.798464491362763526e-03,2.879078694817658463e-03,0.000000000000000000e+00,3.454894433781189808e-03,4.030710172744722021e-03,2.495201535508637276e-03,5.566218809980805898e-03,3.262955854126679649e-03,0.000000000000000000e+00,9.788867562380038079e-03,7.677543186180422639e-04,2.879078694817658463e-03,2.687140115163147869e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.454894433781189808e-03,4.606525911708253367e-03,3.454894433781189808e-03,0.000000000000000000e+00,9.019193857965450700e-01,3.262955854126679649e-03,4.798464491362763526e-03,2.111324376199616090e-03,2.687140115163147869e-03
2.928395994709994191e-02,3.740789722274702467e-02,4.165879463442282576e-02,5.960702815038730618e-02,5.658416776875117848e-02,3.240128471566219859e-02,4.713772907613829333e-02,5.072737577933119496e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.372378613262799751e-02,3.429057245418477146e-02,3.740789722274702467e-02,0.000000000000000000e+00,2.210466654071414905e-02,3.986397128282637148e-02,3.495182316266767092e-02,3.740789722274702467e-02,3.617986019270735126e-02,0.000000000000000000e+00,3.117324768562252171e-02,3.740789722274702467e-02,4.288683166446249917e-02,1.870394861137351233e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.797468354430379861e-02,2.408841866616285785e-02,3.617986019270735126e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.797468354430379861e-02,3.306253542414509805e-02,3.183449839410542465e-02,3.797468354430379861e-02
1.654846335697399530e-03,3.782505910165484780e-04,1.040189125295508301e-03,0.000000000000000000e+00,9.646335697399527342e-01,2.174940898345153681e-03,2.127659574468085141e-03,2.364066193853427784e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.092198581560284166e-04,3.924349881796690073e-03,2.978723404255319285e-03,0.000000000000000000e+00,2.033096926713948063e-03,1.418439716312056833e-03,1.087470449172576840e-03,2.174940898345153681e-03,3.782505910165484780e-04,0.000000000000000000e+00,1.654846335697399530e-03,1.465721040189125373e-03,1.702127659574468070e-03,8.037825059101654955e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.371158392434988077e-03,1.087470449172576840e-03,1.843971631205673688e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.728132387706855569e-04,8.510638297872340349e-04,4.728132387706855569e-04,1.323877068557919538e-03
5.784359093012494610e-03,5.321610365571495006e-03,3.748264692272096354e-02,6.709856547894492949e-03,1.156871818602498922e-02,2.799629801018047037e-02,2.776492364645997187e-03,2.267468764460897623e-02,7.635354002776492156e-03,1.388246182322998637e-02,1.295696436834798716e-02,7.172605275335492553e-03,5.784359093012494610e-03,4.743174456270245198e-02,3.192966219342896483e-02,4.349838037945395752e-02,3.586302637667746623e-02,3.424340583063396892e-02,2.290606200832947734e-02,5.298472929199444376e-02,1.429893567792688558e-01,9.046737621471541424e-02,1.596483109671448242e-02,3.424340583063396892e-02,4.187875983341046021e-02,1.008792225821378979e-01,2.776492364645997187e-03,1.203146691346598796e-02,4.280425728829245768e-02,8.560851457658492231e-03,2.290606200832947734e-02,2.498843128181397338e-02,2.313743637204997584e-03,4.396112910689495799e-03,1.457658491439148621e-02,1.619620546043498395e-03
